Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,910.0,910.0,880.0,884.35,892.9062685640821,225570,4638,201412867.0,103861.0,46.04,30.0,-25.65,1185906600.0,13.0,,,,nan,4.89,-88.25691185616554,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,37.110784725136384,,,,
2007-08-02,885.0,888.0,870.55,875.15,880.3978265412749,95700,3498,84254072.0,40232.0,42.04,17.45,-9.85,1185993000.0,13.0,-1.040312093628093,,,nan,4.89,-88.13346283494258,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,36.7247167436005,910.0,910.0,880.0,884.35
2007-08-03,885.0,891.0,878.55,885.2,885.0131850771661,49374,1706,43696641.0,20990.0,42.51,12.45,0.2,1186079400.0,13.0,1.1483745643604104,,,nan,4.85,-88.26818798011749,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,37.146454049517416,885.0,888.0,870.55,875.15
2007-08-06,874.9,879.0,862.0,870.4,871.1150369761709,87624,2490,76330584.0,51255.0,58.49,17.0,-4.5,1186338600.0,13.0,-1.671938544961593,,,nan,4.88,-88.06870404411765,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,36.52538816617709,885.0,891.0,878.55,885.2
2007-08-07,874.0,890.0,866.0,868.45,871.4503517883882,159613,4692,139094805.0,50462.0,31.62,24.0,-5.55,1186425000.0,13.0,-0.22403492647058432,,,nan,4.94,-88.04191375439001,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,36.4435585396559,874.9,879.0,862.0,870.4
2007-08-08,875.0,891.5,874.0,888.1,884.170775528059,64008,2232,56594003.0,26271.0,41.04,17.5,13.1,1186511400.0,13.0,2.262651850998898,,,nan,4.95,-88.30649701610179,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,37.268149391523295,874.0,890.0,866.0,868.45
2007-08-09,898.0,904.5,863.0,866.5,880.2955319823982,144986,3733,127630528.0,79305.0,54.7,41.5,-31.5,1186597800.0,13.0,-2.4321585407048762,,,nan,4.81,-88.01500288517022,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,36.361728913134705,875.0,891.5,874.0,888.1
2007-08-10,889.7,889.7,832.0,842.8,841.013007870496,313195,10861,263401069.0,172176.0,54.97,57.7,-46.9,1186684200.0,13.0,-2.7351413733410324,,,nan,4.57,-87.67797816801139,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,35.36718422156945,898.0,904.5,863.0,866.5
2007-08-13,854.0,854.0,840.0,843.2,844.6515271974263,108172,3924,91367645.0,36040.0,33.32,14.0,-10.8,1186943400.0,13.0,0.04746084480304891,,,nan,4.74,-87.68382352941177,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,35.38396978598406,889.7,889.7,832.0,842.8
2007-08-14,850.1,860.0,841.0,853.95,848.8470728793309,70308,2636,59680740.0,21404.0,30.44,19.0,3.85,1187029800.0,13.0,1.2749051233396536,,,nan,4.64,-87.8388664441712,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,35.835081829626525,854.0,854.0,840.0,843.2
2007-08-16,839.0,845.0,805.1,818.8,818.0358121196447,378922,8801,309971766.0,255201.0,67.35,39.9,-20.2,1187202600.0,13.0,-4.116166051876579,,,nan,3.79,-87.31680508060576,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,34.36005035669324,850.1,860.0,841.0,853.95
2007-08-17,814.0,822.9,770.0,782.7,791.9920489268003,640794,12931,507503753.0,370746.0,57.86,52.9,-31.3,1187289000.0,13.0,-4.408891060087927,,,nan,3.76,-86.73182573144244,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,32.84515316827529,839.0,845.0,805.1,818.8
2007-08-20,804.9,826.0,802.0,818.25,814.3541732630333,145282,6117,118311003.0,44802.0,30.84,24.0,13.35,1187548200.0,13.0,4.541970103487913,,,nan,3.12,-87.30827986556676,,,60.05,1457.5,1397.45,154139.2,166238.9,-89857.4,50974.8,23.83,2007,307469.0,336435.9,-229947.0,69936.4,32.7,682987.2,736424.4000000001,-452659.7,184383.80000000002,86.0,1248079.4,1297425.2999999998,-850004.3,330575.1,154.36,34.33697020562317,814.0,822.9,770.0,782.7
