Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Upper Band,Lower Band,Band Area,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,399.0,404.0,395.25,399.7,399.8264852744955,72697,751,29066186.0,62172.0,85.52,8.75,0.7,1185906600.0,4.89,-0.4878658994245666,5815.85,-4.079528961604428,0.26726988371958565,-74.44333249937452,242.4113414204287,-142.8156338017325,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.482823235477825,399.7,399.7,0.0,394.0,402.0,394.0,397.75
2007-08-02,394.0,402.0,394.0,397.75,399.08252578930916,19194,391,7659990.0,11635.0,60.62,8.0,3.75,1185993000.0,4.89,-0.4878658994245666,5844.15,0.4866012706654877,0.2665590104178264,-74.31803896920177,240.753231864343,-142.07950864891137,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.421923797626482,399.7,397.75,1.9499999999999886,402.0,404.9,400.1,401.05
2007-08-03,402.0,404.9,400.1,401.05,402.16321447578497,46975,523,18891617.0,37754.0,80.37,4.8,-0.95,1186079400.0,4.85,0.8296668761785142,5915.94,1.228407895074568,0.26655352248147846,-74.5293604288742,236.6181874731657,-141.1579871989942,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.524984384759524,401.05,397.75,3.3000000000000114,400.9,404.45,397.5,400.0
2007-08-06,400.9,404.45,397.5,400.0,401.95825345408866,90762,981,36482535.0,55273.0,60.9,6.95,-0.9,1186338600.0,4.88,-0.2618127415534244,5834.34,-1.3793243339181862,0.26650251596438645,-74.46249999999999,241.32618256735125,-142.35600254437375,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.492192379762647,401.05,397.75,3.3000000000000114,419.85,422.2,406.0,407.75
2007-08-07,419.85,422.2,406.0,407.75,412.79025293028985,98881,1419,40817113.0,56342.0,56.98,16.2,-12.1,1186425000.0,4.94,1.937499999999992,5858.5,0.4140999667485934,0.2664180959320022,-74.94788473329245,239.91857984125636,-142.49043055940592,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.73422860712055,407.75,397.75,10.0,413.0,414.2,408.05,409.25
2007-08-08,413.0,414.2,408.05,409.25,409.6666202478763,21543,446,8825448.0,13337.0,61.91,6.15,-3.75,1186511400.0,4.95,0.3678724708767733,5987.59,2.2034650507809284,0.26645430338648524,-75.03970678069639,232.59007380264848,-140.6453840686292,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.781074328544658,409.25,397.75,11.5,412.0,413.9,399.1,400.45
2007-08-09,412.0,413.9,399.1,400.45,404.9967110283945,406206,602,164512094.0,395939.0,97.47,14.8,-11.55,1186597800.0,4.81,-2.150274893097137,5897.26,-1.5086203297152934,0.26626047939604186,-74.49119740292171,237.68445006664112,-141.3064601167552,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.50624609618988,409.25,397.75,11.5,395.0,402.0,392.0,401.6
2007-08-10,395.0,402.0,392.0,401.6,397.2546471811178,32708,792,12993405.0,16934.0,51.77,10.0,6.6,1186684200.0,4.57,0.287176925958299,5815.0,-1.3948850822246284,0.2662108407892564,-74.56424302788844,242.46139294926917,-142.46351076144077,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.542161149281698,409.25,397.75,11.5,404.9,404.9,398.0,399.2
2007-08-13,404.9,404.9,398.0,399.2,401.3713108783563,39813,425,15979796.0,28949.0,72.71,6.9,-5.7,1186943400.0,4.74,-0.5976095617529986,5873.17,1.0003439380911416,0.26612464246719275,-74.41132264529058,239.06953144553964,-141.51218542073963,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.467207995003122,409.25,397.75,11.5,400.95,401.0,394.0,399.45
2007-08-14,400.95,401.0,394.0,399.45,400.083148215116,38714,537,15488819.0,26225.0,67.74,7.0,-1.5,1187029800.0,4.64,0.06262525050100276,5867.47,-0.09705150710774824,0.266090415458573,-74.42733758918513,239.39892321562786,-141.53443700023877,13.0,497864.5,574184.9,-517039.1,38177.5,32.02,2007,1233236.4,1371976.6,-1337273.4,16764.2,14.05,2846625.4,3133337.0,-3148720.9000000004,-49555.8,-41.57,5352836.2,5471071.9,-4895239.0,85931.6,70.48,12.475015615240473,409.25,397.75,11.5,396.0,398.7,390.0,390.8
