security code,security name,revenue,income,expenditure,profit,eps,year,quartile
501421,TECHNVISION VENTURES LTD.,16.53,16.53,-1.44,2.18,0.35,2007,3
501421,TECHNVISION VENTURES LTD.,19.17,19.17,-1.72,2.29,0.37,2007,4
501421,TECHNVISION VENTURES LTD.,8.37,8.37,-2.86,-8.02,-1.25,2008,1
501421,TECHNVISION VENTURES LTD.,14.13,14.13,-1.73,0.48,0.08,2008,2
501421,TECHNVISION VENTURES LTD.,12.66,12.73,-11.82,0.35,0.06,2008,3
501421,TECHNVISION VENTURES LTD.,11.81,1.09,-10.72,0.62,0.10,2008,4
501421,TECHNVISION VENTURES LTD.,12.01,1.15,-10.86,0.63,0.10,2009,2
501421,TECHNVISION VENTURES LTD.,10.51,0.67,-9.84,0.20,0.03,2009,3
501421,TECHNVISION VENTURES LTD.,10.09,1.40,-8.69,0.93,0.15,2009,4
501421,TECHNVISION VENTURES LTD.,12.59,0.89,-11.71,0.79,0.13,2010,2
501421,TECHNVISION VENTURES LTD.,9.67,0.24,-9.44,0.14,0.02,2010,3
501421,TECHNVISION VENTURES LTD.,13.11,0.28,-12.83,0.28,0.04,2010,4
501421,TECHNVISION VENTURES LTD.,13.92,0.89,-13.03,0.30,0.05,2011,2
501421,TECHNVISION VENTURES LTD.,14.38,14.38,-1.63,0.60,0.10,2012,2
501421,TECHNVISION VENTURES LTD.,10.59,10.59,-1.90,0.13,0.02,2012,3
501421,TECHNVISION VENTURES LTD.,7.40,7.40,-1.48,-0.46,-0.07,2012,4
501421,TECHNVISION VENTURES LTD.,12.79,-1.18,-10.46,-1.34,-0.21,2013,1
501421,TECHNVISION VENTURES LTD.,17.20,17.20,-2.21,1.70,0.27,2013,2
501421,TECHNVISION VENTURES LTD.,10.49,0.96,-6.41,-0.23,-0.04,2013,3
501421,TECHNVISION VENTURES LTD.,6.52,6.52,-1.56,-0.11,-0.02,2013,4
501421,TECHNVISION VENTURES LTD.,10.44,10.44,-3.04,-0.92,-0.15,2014,1
501421,TECHNVISION VENTURES LTD.,13.75,13.75,-2.17,0.98,0.16,2014,3
501421,TECHNVISION VENTURES LTD.,14.61,14.61,-8.42,2.18,0.35,2014,4
501421,TECHNVISION VENTURES LTD.,8.85,8.85,-7.96,-3.10,-0.49,2015,1
501421,TECHNVISION VENTURES LTD.,13.38,13.38,-9.65,0.14,0.02,2015,2
501421,TECHNVISION VENTURES LTD.,16.45,16.45,-10.60,0.21,0.03,2015,3
501421,TECHNVISION VENTURES LTD.,14.82,14.82,-10.43,0.08,0.01,2015,4
501421,TECHNVISION VENTURES LTD.,10.24,10.24,-11.29,0.11,0.02,2016,1
501421,TECHNVISION VENTURES LTD.,14.88,14.88,-11.32,0.46,0.07,2016,2
501421,TECHNVISION VENTURES LTD.,13.58,13.58,-10.58,0.10,0.02,2016,3
501421,TECHNVISION VENTURES LTD.,15.55,15.55,-2.52,0.50,0.08,2016,4
501421,TECHNVISION VENTURES LTD.,15.12,15.12,-3.89,-0.83,-0.13,2017,1
501421,TECHNVISION VENTURES LTD.,15.75,15.75,-3.45,0.18,0.03,2017,2
501421,TECHNVISION VENTURES LTD.,16.40,16.41,-2.19,0.49,0.08,2017,3
501421,TECHNVISION VENTURES LTD.,15.82,17.80,-2.36,0.12,0.02,2017,4
501421,TECHNVISION VENTURES LTD.,17.15,17.16,-3.08,0.06,0.01,2018,1
501421,TECHNVISION VENTURES LTD.,18.98,19.04,-2.44,1.29,0.20,2018,2
501421,TECHNVISION VENTURES LTD.,20.09,20.09,-4.22,0.09,0.01,2018,3
501421,TECHNVISION VENTURES LTD.,19.59,19.60,-4.12,-0.91,-0.15,2018,4
501421,TECHNVISION VENTURES LTD.,23.44,23.48,-4.81,0.70,0.11,2019,1
501421,TECHNVISION VENTURES LTD.,25.11,25.13,-4.51,0.28,0.04,2019,2
501421,TECHNVISION VENTURES LTD.,28.84,28.85,-5.38,0.40,0.06,2019,3
501421,TECHNVISION VENTURES LTD.,31.14,31.14,-5.64,0.32,0.05,2019,4
501421,TECHNVISION VENTURES LTD.,33.07,33.09,-6.75,0.38,0.06,2020,1
501421,TECHNVISION VENTURES LTD.,33.60,33.60,-6.10,-0.04,-0.01,2020,2
501421,TECHNVISION VENTURES LTD.,35.11,35.11,-7.14,0.05,0.01,2020,3
