,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,524816,NATCOPHARM,579.8,613.3,-481.5,100.6,3.66,2007,3
1,524816,NATCOPHARM,592.8,648.1,-500.3,107.1,3.83,2007,4
2,524816,NATCOPHARM,567.9,662.9,-504.5,122.1,4.35,2008,1
3,524816,NATCOPHARM,565.1,622.2,-505.4,76.8,2.74,2008,2
4,524816,NATCOPHARM,621.9,686.4,-543.5,112.0,3.99,2008,3
5,524816,NATCOPHARM,738.5,675.1,-572.9,112.8,4.02,2008,4
6,524816,NATCOPHARM,733.0,733.0,-608.8,125.9,4.5,2009,1
7,524816,NATCOPHARM,682.6,104.3,-578.3,80.7,2.87,2009,2
8,524816,NATCOPHARM,685.5,88.7,-596.8,131.8,4.68,2009,3
9,524816,NATCOPHARM,748.3,112.0,-636.3,120.9,4.3,2009,4
10,524816,NATCOPHARM,817.1,126.7,-690.4,143.2,5.09,2010,1
11,524816,NATCOPHARM,841.9,116.6,-725.3,104.4,3.71,2010,2
12,524816,NATCOPHARM,942.7,869.5,-713.2,147.2,5.23,2010,3
13,524816,NATCOPHARM,909.9,796.8,-45.5,124.0,4.41,2010,4
14,524816,NATCOPHARM,963.9,874.4,-790.2,145.6,5.17,2011,1
15,524816,NATCOPHARM,1018.6,948.4,-34.5,137.7,4.89,2011,2
16,524816,NATCOPHARM,1129.3,1047.9,-58.3,160.3,5.69,2011,3
17,524816,NATCOPHARM,1218.7,1124.0,-50.4,178.2,6.19,2011,4
18,524816,NATCOPHARM,1306.4,1183.9,-457.7,145.3,5.0,2012,1
19,524816,NATCOPHARM,1149.5,1085.8,-186.6,181.8,5.84,2012,2
20,524816,NATCOPHARM,1526.5,1470.1,-345.5,238.7,7.66,2012,3
21,524816,NATCOPHARM,1503.1,1305.1,-187.8,243.7,7.79,2012,4
22,524816,NATCOPHARM,1433.1,1282.3,-208.7,117.2,3.74,2013,1
23,524816,NATCOPHARM,1448.2,1368.5,-417.2,227.4,7.25,2013,2
24,524816,NATCOPHARM,1500.6,1337.5,-460.1,286.9,9.15,2013,3
25,524816,NATCOPHARM,1742.3,1570.5,-553.1,324.2,10.14,2013,4
26,524816,NATCOPHARM,1532.3,1443.9,-251.2,263.4,7.96,2014,1
27,524816,NATCOPHARM,1814.8,1620.0,-500.8,364.1,11.01,2014,2
28,524816,NATCOPHARM,1912.8,1811.1,-558.6,348.0,10.52,2014,3
29,524816,NATCOPHARM,1669.6,1557.7,-443.2,166.1,5.02,2014,4
30,524816,NATCOPHARM,1758.5,1656.2,-498.5,651.0,19.63,2015,1
31,524816,NATCOPHARM,1940.5,1861.7,-469.3,340.7,10.25,2015,2
32,524816,NATCOPHARM,2020.4,1899.1,-603.7,346.0,10.35,2015,3
33,524816,NATCOPHARM,2452.6,2340.2,-678.8,435.4,2.5,2015,4
34,524816,NATCOPHARM,3776.5,3573.1,-1360.9,673.1,3.86,2016,1
35,524816,NATCOPHARM,3095.0,2819.9,-1008.1,508.7,2.92,2016,2
36,524816,NATCOPHARM,4562.5,4036.0,-1174.6,695.5,3.96,2016,3
37,524816,NATCOPHARM,6666.2,6304.7,-1489.9,1970.6,11.29,2016,4
38,524816,NATCOPHARM,5553.0,5545.0,-1260.0,1773.0,10.13,2017,1
39,524816,NATCOPHARM,4308.0,4335.0,-1101.0,974.0,5.58,2017,2
40,524816,NATCOPHARM,4084.0,4133.0,-1063.0,874.0,4.98,2017,3
41,524816,NATCOPHARM,5403.0,5515.0,-1179.0,2173.0,12.33,2017,4
42,524816,NATCOPHARM,7290.0,7496.0,-1279.0,2961.0,16.05,2018,1
43,524816,NATCOPHARM,5157.0,5514.0,-1253.0,1886.0,10.22,2018,2
44,524816,NATCOPHARM,5224.0,5621.0,-1128.0,1931.0,10.47,2018,3
45,524816,NATCOPHARM,5319.0,5556.0,-1240.0,1620.0,8.78,2018,4
46,524816,NATCOPHARM,4163.0,4470.0,-1284.0,1234.0,6.73,2019,1
47,524816,NATCOPHARM,4647.0,4851.0,-2968.0,1477.0,8.11,2019,2
48,524816,NATCOPHARM,4577.0,4916.0,-1047.0,1222.0,6.72,2019,3
49,524816,NATCOPHARM,4477.0,4786.0,-3513.0,1036.0,5.7,2019,4
50,524816,NATCOPHARM,4201.0,4587.0,-3348.0,1010.0,5.55,2020,1
51,524816,NATCOPHARM,5322.0,5521.0,-3905.0,1267.0,6.96,2020,2
52,524816,NATCOPHARM,4789.0,5061.0,-4196.0,709.0,3.89,2020,3
53,524816,NATCOPHARM,3309.0,3558.0,-2851.0,547.0,3.0,2020,4
