SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,DATE
511333,VLS FINANCE ,B ,Q,98.0,98.45,95.0,95.55,95.55,98.85,825,24723,2381216.0,,2021-05-12
511355,IND CEM CAP ,X ,Q,6.86,6.86,6.52,6.77,6.77,6.86,37,4243,27826.0,,2021-05-12
511359,AD-MANUM FIN,X ,Q,15.85,17.35,15.85,17.35,17.35,16.55,6,298,5134.0,,2021-05-12
511377,MEHTA I.FIN ,XT,Q,6.12,6.12,6.12,6.12,6.12,6.0,1,100,612.0,,2021-05-12
511389,VIDEOCON IND,Z ,Q,4.51,4.52,4.34,4.52,4.52,4.31,576,523165,2346427.0,,2021-05-12
511391,INTER GLOB F,X ,Q,10.0,10.0,10.0,10.0,10.0,10.5,1,40,400.0,,2021-05-12
511411,SHRISTINFRA ,X ,Q,60.0,62.0,59.85,59.85,59.85,63.0,8,146,8836.0,,2021-05-12
511413,CREST       ,B ,Q,87.6,89.25,87.6,89.0,89.0,89.55,34,829,73603.0,,2021-05-12
511431,VAKRANGEE   ,A ,Q,50.0,51.15,50.0,50.5,50.5,49.7,1010,137051,6930377.0,,2021-05-12
511441,GUJ.CREDIT  ,XT,Q,4.76,4.76,4.76,4.76,4.76,4.76,2,63,299.0,,2021-05-12
511451,DHARANI FIN.,X ,Q,5.36,5.36,5.36,5.36,5.36,5.37,1,1,5.0,,2021-05-12
511463,ALEXANDER   ,X ,Q,15.85,16.75,15.65,15.9,15.8,16.45,84,14726,236837.0,,2021-05-12
511473,IND.BANK MER,B ,Q,16.67,16.67,15.0,15.27,15.0,15.98,297,76029,1208308.0,,2021-05-12
511501,BHARAT BHUSH,X ,Q,20.15,20.15,19.05,19.55,19.55,19.65,13,1534,29373.0,,2021-05-12
511505,CAPITAL TRUS,B ,Q,84.0,88.2,83.9,88.2,88.2,84.0,355,7462,652829.0,,2021-05-12
511507,USHAKIRAN FI,XT,Q,3.6,3.6,3.6,3.6,3.6,3.52,2,2,7.0,,2021-05-12
511509,VIVO BIO TEC,X ,Q,65.9,67.0,63.4,65.05,65.05,65.9,161,11650,750535.0,,2021-05-12
511523,VEERHEALTH  ,X ,Q,10.25,10.25,8.72,9.45,9.45,9.52,11,1920,18194.0,,2021-05-12
511525,PAN INDIA C ,XT,Q,0.33,0.34,0.33,0.34,0.34,0.33,30,15068,5108.0,,2021-05-12
511533,SAHARA HOUSG,X ,Q,36.95,36.95,34.35,36.85,36.85,34.25,13,142,5198.0,,2021-05-12
511543,GSB FINANCE ,XT,Q,12.65,13.0,12.65,13.0,13.0,13.3,5,1589,20412.0,,2021-05-12
511549,MORARKA FIN.,X ,Q,54.45,54.45,50.0,50.65,50.5,50.0,199,13811,715790.0,,2021-05-12
511551,MONARCH     ,X ,Q,64.9,64.9,62.5,62.65,62.6,62.35,51,9560,603963.0,,2021-05-12
511557,PRO FIN CAP.,X ,Q,30.05,34.0,30.05,32.15,34.0,30.1,22,2539,81561.0,,2021-05-12
511559,TIMES GUARAN,B ,Q,43.5,47.0,43.5,45.0,45.0,44.8,320,8305,376728.0,,2021-05-12
511571,SOMDATT FIN ,X ,Q,19.0,19.0,19.0,19.0,19.0,18.4,1,50,950.0,,2021-05-12
511577,SAVANI FIN. ,XT,Q,10.45,10.45,10.45,10.45,10.45,9.97,1,20,209.0,,2021-05-12
511589,AVONMORE    ,X ,Q,19.8,20.6,19.2,20.1,20.05,19.25,69,24727,495344.0,,2021-05-12
511597,PALSOFT INFO,XT,Q,2.9,2.9,2.9,2.9,2.9,2.77,6,6229,18064.0,,2021-05-12
511601,YASH MANAGE.,X ,Q,12.5,12.87,10.0,10.21,10.21,11.26,86,28032,296998.0,,2021-05-12
511605,ARIHANT CAP.,X ,Q,83.75,83.8,81.1,81.8,82.5,81.85,79,10755,889645.0,,2021-05-12
511609,ISL CONSULT ,X ,Q,11.25,11.25,11.25,11.25,11.25,11.15,1,200,2250.0,,2021-05-12
511611,DCM FINANCIA,B ,Q,1.93,1.93,1.9,1.9,1.9,1.85,8,300,572.0,,2021-05-12
511618,JIK INDUS.  ,T ,Q,0.56,0.58,0.54,0.58,0.58,0.56,30,38678,21927.0,,2021-05-12
511628,IMCAP       ,X ,Q,52.65,52.65,48.5,50.65,51.0,50.15,19,3971,198103.0,,2021-05-12
511630,SAMBHAAV MED,B ,Q,2.7,2.7,2.65,2.7,2.7,2.58,26,15194,41022.0,,2021-05-12
511654,SUGAL DAM   ,X ,Q,8.62,8.62,8.62,8.62,8.62,8.21,3,101,870.0,,2021-05-12
511658,NETTLINX LTD,X ,Q,59.0,60.0,58.05,60.0,60.0,60.5,20,2125,124408.0,,2021-05-12
511672,SCANSTL     ,XT,Q,28.5,29.05,28.5,29.05,29.05,28.5,27,3919,112137.0,,2021-05-12
511676,GIC HOUSING ,A ,Q,123.25,133.0,123.25,127.2,127.2,120.75,2475,185300,23859985.0,,2021-05-12
511692,AJCON GLOBAL,X ,Q,21.0,21.0,21.0,21.0,21.0,22.05,3,150,3150.0,,2021-05-12
511702,PARSHARTI IN,X ,Q,4.49,4.49,4.27,4.27,4.27,4.49,3,700,3099.0,,2021-05-12
511710,CUBICAL FIN.,X ,Q,1.41,1.43,1.32,1.35,1.33,1.32,96,46490,63124.0,,2021-05-12
511714,NIMBSPROJ   ,XT,Q,33.6,33.6,30.45,33.6,33.6,32.0,20,1417,47315.0,,2021-05-12
511716,ESCORT FINAN,X ,Q,4.54,4.54,4.12,4.54,4.54,4.33,63,51588,229655.0,,2021-05-12
511724,BAID LEASING,X ,Q,28.8,28.8,26.5,26.5,26.5,26.3,6,90,2431.0,,2021-05-12
511726,VIPUL LTD   ,B ,Q,25.6,25.75,24.55,24.8,24.55,24.55,105,4482,113197.0,,2021-05-12
511728,KZ LEAS FIN.,X ,Q,11.1,11.1,10.22,10.34,10.6,10.75,9,128,1319.0,,2021-05-12
511730,TRC FINAN.SE,X ,Q,8.37,8.37,8.37,8.37,8.37,8.8,1,500,4185.0,,2021-05-12
511742,UGROCAP     ,X ,Q,102.7,104.4,98.1,102.7,102.7,102.4,122,12691,1290432.0,,2021-05-12
511754,SHALIB.FINAN,X ,Q,50.2,50.2,49.85,50.0,50.0,50.0,11,1020,51015.0,,2021-05-12
511756,ABIRAMI FIN.,Z ,Q,4.0,4.0,3.9,3.9,3.9,3.9,8,2261,8818.0,,2021-05-12
511764,UPASANA FIN.,X ,Q,13.75,13.75,13.0,13.15,13.5,12.5,11,150,1978.0,,2021-05-12
511766,MUTHOOT CAP ,B ,Q,370.35,373.7,368.35,370.6,371.3,370.65,282,4226,1569758.0,,2021-05-12
511768,MASTER TRUST,X ,Q,42.25,43.95,42.25,43.95,43.95,43.1,33,7590,331630.0,,2021-05-12
512014,SOBHAGH.MERC,XT,Q,1.8,1.8,1.8,1.8,1.8,1.72,1,1,1.0,,2021-05-12
512018,CNI RES LTD ,X ,Q,1.6,1.6,1.6,1.6,1.6,1.56,1,1,1.0,,2021-05-12
512020,SARASW.COMM.,XT,Q,1974.95,1974.95,1945.0,1945.0,1945.0,1937.5,4,4,7838.0,,2021-05-12
512047,ROYAL IND   ,X ,Q,0.87,0.87,0.86,0.86,0.86,0.83,8,164,142.0,,2021-05-12
512048,LUHARUKA    ,X ,Q,0.48,0.52,0.48,0.49,0.49,0.5,9,10000,4955.0,,2021-05-12
512064,VISVEN      ,XT,Q,94.25,94.25,94.25,94.25,94.25,89.85,1,15,1413.0,,2021-05-12
512068,DECCANGOLD  ,X ,Q,26.2,26.55,26.1,26.55,26.55,25.3,224,193580,5130210.0,,2021-05-12
512070,UPL         ,A ,Q,687.0,702.15,680.75,691.6,691.6,684.05,8840,432210,298380866.0,,2021-05-12
512093,CRANES SOFTW,X ,Q,1.77,1.77,1.77,1.77,1.77,1.69,38,70754,125234.0,,2021-05-12
512131,SIGNET IND  ,B ,Q,38.4,38.55,36.5,36.9,36.9,37.6,343,18261,681880.0,,2021-05-12
512161,SECURKLOUD  ,B ,Q,86.1,86.1,82.3,82.5,82.5,84.4,221,4630,387885.0,,2021-05-12
512165,ABANSENT    ,X ,Q,103.95,115.0,102.8,110.5,108.0,103.1,44,19960,2069124.0,,2021-05-12
512169,CAPRICORN   ,XT,Q,7.56,7.56,7.56,7.56,7.56,7.56,1,27,204.0,,2021-05-12
512175,VAMA INDS   ,X ,Q,7.24,8.23,7.0,7.6,7.56,7.1,298,133700,1070900.0,,2021-05-12
512179,SUNTECK REAL,A ,Q,266.6,279.75,265.8,272.6,273.45,266.6,931,28048,7648498.0,,2021-05-12
512197,SILVEROAK   ,Z ,Q,3.02,3.02,3.02,3.02,3.02,3.02,1,1,3.0,,2021-05-12
512215,STEPHANOTIS ,XT,Q,26.6,26.6,26.6,26.6,26.6,26.6,1,50,1330.0,,2021-05-12
512217,PRISM MEDI  ,X ,Q,10.52,10.52,10.52,10.52,10.52,10.32,4,631,6638.0,,2021-05-12
512229,VERITAS     ,XT,Q,66.65,66.65,64.35,65.1,65.0,65.35,36,6050,400635.0,,2021-05-12
512237,JAI CORP LTD,A ,Q,90.55,98.0,90.5,94.0,94.0,90.3,4668,429395,40650734.0,,2021-05-12
512247,ASHIRWAD CAP,X ,Q,4.0,4.04,3.82,3.9,3.9,3.94,165,31688,123443.0,,2021-05-12
512257,SVARTCORP   ,X ,Q,3.04,3.08,2.92,3.05,3.04,3.0,73,24703,74669.0,,2021-05-12
512267,MEDIA MATRIX,X ,Q,5.06,5.06,4.8,4.99,4.99,4.84,55,16065,78673.0,,2021-05-12
512279,NNTL        ,Z ,Q,5.95,5.95,5.95,5.95,5.95,5.95,1,5,29.0,,2021-05-12
512296,BHAGYA INL  ,B ,Q,58.2,58.7,53.2,53.55,54.0,55.95,432,42772,2412788.0,,2021-05-12
512297,SHANTAI     ,X ,Q,33.1,33.1,32.5,32.5,32.5,32.5,2,35,1143.0,,2021-05-12
512301,CHAMBAL BREW,X ,Q,1.51,1.51,1.51,1.51,1.51,1.44,1,100,151.0,,2021-05-12
512329,KRL         ,XT,Q,125.0,125.0,125.0,125.0,125.0,125.0,1,16,2000.0,,2021-05-12
512344,ARAVALI SEC.,X ,Q,1.73,1.79,1.73,1.75,1.75,1.72,9,478,832.0,,2021-05-12
512379,CRESSANDA SO,XT,Q,0.38,0.38,0.38,0.38,0.38,0.37,59,42260,16058.0,,2021-05-12
512381,STARTECK    ,X ,Q,70.0,74.0,68.0,70.7,70.7,71.55,214,12030,851312.0,,2021-05-12
512393,SHARDUL SECU,X ,Q,50.5,50.7,50.5,50.7,50.7,52.9,2,304,15352.0,,2021-05-12
512399,KAPASHI COMM,X ,Q,41.8,41.8,40.25,40.25,40.25,41.05,2,11,458.0,,2021-05-12
512425,NIRAV COMMER,X ,Q,275.1,300.3,275.1,275.75,300.3,286.0,5,142,39104.0,,2021-05-12
512437,APOLLO FIN I,X ,Q,349.0,355.0,323.0,346.55,350.4,334.95,170,7695,2644779.0,,2021-05-12
512453,SHRI JAGDAMB,X ,Q,669.9,688.0,622.5,631.5,630.05,655.25,756,12396,8049898.0,,2021-05-12
512455,LLOYDS MET E,X ,Q,20.6,20.6,19.8,19.8,19.8,20.2,750,935245,18891005.0,,2021-05-12
512463,SHREE GLOBAL,X ,Q,4.73,4.74,4.63,4.66,4.67,4.65,226,102927,481394.0,,2021-05-12
512477,BETEX INDIA ,X ,Q,51.6,51.6,51.6,51.6,51.6,50.6,13,501,25851.0,,2021-05-12
512481,POLYTEX(P)  ,Z ,Q,1.08,1.08,1.08,1.08,1.08,1.1,1,5,5.0,,2021-05-12
512493,GARNET INTL ,XT,Q,28.7,30.75,28.7,30.0,30.0,29.9,12,1483,44321.0,,2021-05-12
512499,SHALIMAR PRO,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,83,68973,33796.0,,2021-05-12
512519,DONEAR IND. ,B ,Q,33.0,33.25,31.85,32.0,32.0,32.75,232,12567,410077.0,,2021-05-12
512527,SUPER SAL IN,X ,Q,600.0,600.0,595.05,595.05,595.05,600.0,2,60,35950.0,,2021-05-12
512529,SEQUENT     ,A ,Q,285.25,289.8,268.0,269.0,270.0,287.05,4588,173512,47797598.0,,2021-05-12
512531,STC INDIA   ,B ,Q,96.0,99.35,88.1,89.2,89.2,91.5,1470,68762,6473022.0,,2021-05-12
512573,AVANTI FEEDS,A ,Q,493.0,537.5,491.0,515.4,515.4,490.75,15559,389951,202481542.0,,2021-05-12
512587,ZODIAC JRD  ,B ,Q,27.9,27.9,26.8,27.05,27.05,26.3,4,7,190.0,,2021-05-12
512589,SITA ENTER. ,X ,Q,10.65,10.65,10.65,10.65,10.65,10.65,7,318,3386.0,,2021-05-12
512599,ADANI ENTER ,A ,Q,1306.1,1328.6,1279.0,1284.65,1284.65,1303.0,4624,180215,235078727.0,,2021-05-12
512604,HARIA EXPORT,X ,Q,1.45,1.45,1.45,1.45,1.45,1.39,5,2618,3796.0,,2021-05-12
512608,BHANDARI HOS,B ,Q,2.62,2.63,2.49,2.56,2.56,2.54,127,182330,468205.0,,2021-05-12
512624,REGENTRP    ,X ,Q,1.92,1.92,1.92,1.92,1.92,1.92,1,500,960.0,,2021-05-12
512626,ORBIT EXPORT,B ,Q,60.3,63.5,60.3,63.05,63.05,61.9,51,576,36097.0,,2021-05-12
512634,SAVERA IND  ,X ,Q,41.1,45.0,41.1,45.0,45.0,43.5,13,3573,156480.0,,2021-05-12
513005,VBC FERRO   ,XT,Q,19.26,19.26,19.26,19.26,19.26,18.35,4,811,15619.0,,2021-05-12
513010,TATASTLLP   ,A ,Q,1032.6,1042.5,981.6,990.15,990.15,1032.6,1512,18196,18336077.0,,2021-05-12
513023,NAV BHAR VEN,A ,Q,100.95,102.55,94.0,95.95,95.95,99.95,3169,240765,23511968.0,,2021-05-12
513043,REMI EDEL   ,X ,Q,20.1,20.1,18.5,18.55,18.55,20.1,14,563,10877.0,,2021-05-12
513059,G.S.AUTO INT,X ,Q,4.32,4.66,4.31,4.5,4.5,4.44,36,8456,37365.0,,2021-05-12
513063,TRANSFREIGHT,XT,Q,9.5,9.75,9.5,9.75,9.75,9.32,4,800,7750.0,,2021-05-12
513097,SHIV.BIMETAL,X ,Q,88.75,91.5,88.75,89.8,90.0,89.9,206,14198,1281645.0,,2021-05-12
513108,GANDHI SP.TU,B ,Q,303.0,309.9,293.3,295.1,297.0,302.8,106,1013,302123.0,,2021-05-12
513117,AMFORGE IND.,X ,Q,1.63,1.63,1.6,1.6,1.6,1.56,3,7025,11390.0,,2021-05-12
513119,ABC GAS INT ,XT,Q,7.76,7.76,7.76,7.76,7.76,7.76,8,875,6790.0,,2021-05-12
513121,ORICON ENT  ,B ,Q,24.0,25.0,23.35,24.9,25.0,23.85,565,85666,2121123.0,,2021-05-12
513149,ACROW INDIA ,X ,Q,131.1,146.9,131.1,132.35,132.35,144.75,5,235,31208.0,,2021-05-12
513173,STL STR INF ,X ,Q,4.64,4.64,4.64,4.64,4.64,4.42,3,500,2320.0,,2021-05-12
513179,NAT STL AGRO,T ,Q,5.74,5.74,5.74,5.74,5.74,5.47,28,20726,118967.0,,2021-05-12
513216,UTTAM GALVA ,B ,Q,9.2,9.36,8.89,8.98,8.9,9.22,699,876609,7943381.0,,2021-05-12
513228,PENNAR STEEL,B ,Q,19.35,20.25,19.05,19.4,19.35,19.1,1092,239973,4677426.0,,2021-05-12
513250,JYOTI STRUCT,Z ,Q,4.26,4.7,4.26,4.7,4.7,4.48,19,10046,46479.0,,2021-05-12
513252,JAY USHIN   ,X ,Q,458.95,458.95,440.0,440.0,440.0,435.1,2,22,9869.0,,2021-05-12
513262,ST.STR.WHEEL,B ,Q,748.0,749.0,727.0,731.35,731.35,750.15,596,5339,3915619.0,,2021-05-12
513269,MAN IND.(I) ,B ,Q,99.9,102.0,96.6,97.8,97.2,98.15,1123,70783,7044608.0,,2021-05-12
513295,IMEC        ,X ,Q,1.23,1.23,1.23,1.23,1.23,1.18,1,5,6.0,,2021-05-12
513303,MODERN STEEL,X ,Q,3.75,4.0,3.75,3.81,3.81,3.91,13,10510,41370.0,,2021-05-12
513305,TERRASCOPE  ,X ,Q,1.26,1.26,1.26,1.26,1.26,1.32,33,70447,88763.0,,2021-05-12
513309,GOLKONDA    ,Z ,Q,17.4,18.1,17.4,18.1,18.1,17.75,26,4802,85404.0,,2021-05-12
513335,METALFORGE  ,Z ,Q,5.48,5.75,5.25,5.75,5.75,5.48,52,22345,127493.0,,2021-05-12
513343,GRAND FOUND ,B ,Q,2.12,2.13,2.12,2.13,2.13,2.03,5,1125,2387.0,,2021-05-12
513349,AJMERA      ,B ,Q,119.0,125.4,119.0,123.6,123.6,118.85,516,25446,3107561.0,,2021-05-12
513353,COCHIN MIN. ,X ,Q,126.25,131.7,125.95,127.5,128.0,123.75,863,22235,2860147.0,,2021-05-12
513361,ISW LTD     ,X ,Q,1.08,1.08,1.08,1.08,1.08,1.03,54,135295,146118.0,,2021-05-12
513369,RAJKUMAR FRG,X ,Q,43.5,47.8,43.5,44.5,44.5,44.5,24,1848,82902.0,,2021-05-12
513375,CARBORUNDUM ,A ,Q,595.35,599.75,580.0,583.15,590.0,595.35,1663,36354,21335874.0,,2021-05-12
513377,MINERAL&METL,A ,Q,55.4,61.35,54.05,56.05,56.05,54.3,11915,3755867,217849732.0,,2021-05-12
513401,ASHIANA ISP.,X ,Q,21.0,21.0,19.85,20.15,21.0,20.85,35,8154,164491.0,,2021-05-12
513414,SMPL        ,Z ,Q,0.24,0.24,0.24,0.24,0.24,0.24,3,11000,2640.0,,2021-05-12
513418,SMFIL       ,X ,Q,0.81,0.81,0.79,0.79,0.79,0.8,6,621,500.0,,2021-05-12
513430,MAITRI      ,XT,Q,7.8,7.8,7.8,7.8,7.8,7.8,2,129,1006.0,,2021-05-12
513434,TATA METALIK,A ,Q,1140.05,1151.85,1070.0,1086.55,1086.55,1142.85,2706,27156,30172342.0,,2021-05-12
513446,JSWISPL     ,B ,Q,67.6,67.6,61.2,64.8,64.8,64.4,5809,3224194,212460544.0,,2021-05-12
513452,ELANGO INDUS,XT,Q,3.76,3.76,3.76,3.76,3.76,3.59,2,525,1974.0,,2021-05-12
513456,KANISHK ST. ,XT,Q,14.86,14.86,13.46,13.92,13.9,14.16,69,10928,156292.0,,2021-05-12
513460,MAHALAXMI SM,Z ,Q,3.26,3.52,3.2,3.52,3.52,3.36,13,5102,17057.0,,2021-05-12
513472,SIMPLEX CAST,X ,Q,14.49,14.5,14.05,14.08,14.1,14.04,41,5865,83550.0,,2021-05-12
513488,SH.STEEL WIR,X ,Q,22.8,22.8,21.25,22.0,22.0,22.85,29,5643,124556.0,,2021-05-12
513498,SOUTH.MAGNES,XT,Q,15.24,15.24,15.24,15.24,15.24,14.52,6,453,6903.0,,2021-05-12
513502,BARODA EXTR.,X ,Q,0.77,0.77,0.77,0.77,0.77,0.76,31,49729,38291.0,,2021-05-12
513509,KALYANI FORG,T ,Q,185.1,196.9,185.1,189.85,189.85,194.75,8,463,89197.0,,2021-05-12
513511,PANCH.STEEL ,X ,Q,59.35,59.35,55.5,55.75,57.0,57.65,20,3756,211519.0,,2021-05-12
513513,ADITYA ISPAT,X ,Q,7.47,7.47,7.25,7.47,7.47,7.12,13,3454,25402.0,,2021-05-12
513515,S.R.INDUS.  ,XT,Q,3.09,3.1,2.83,3.1,3.1,2.96,17,7492,22974.0,,2021-05-12
513517,STEELCAST   ,X ,Q,132.5,137.5,132.5,137.4,137.5,131.65,68,7887,1072705.0,,2021-05-12
513519,PITTIENG    ,B ,Q,65.7,73.85,65.3,72.75,73.6,66.55,1480,123679,8563823.0,,2021-05-12
513532,PRADEEP MET.,X ,Q,43.8,44.0,42.05,42.45,42.5,42.4,35,6838,290441.0,,2021-05-12
513536,GNRL        ,X ,Q,13.52,13.68,13.0,13.68,13.68,13.03,85,25414,344312.0,,2021-05-12
513548,SHARDA ISPAT,XT,Q,66.35,69.95,63.5,69.95,69.95,66.65,40,1991,137666.0,,2021-05-12
513554,MAHA STEEL  ,B ,Q,96.5,97.8,91.2,92.0,92.0,95.2,202,7300,679637.0,,2021-05-12
513558,REAL STRIPS ,X ,Q,6.11,6.7,6.11,6.11,6.11,6.39,17,5728,35617.0,,2021-05-12
513566,NOVA IRON&ST,XT,Q,14.76,14.76,14.76,14.76,14.76,14.48,16,970,14317.0,,2021-05-12
513579,FOUNDRY FUEL,Z ,Q,2.75,2.79,2.75,2.79,2.79,2.79,3,84,233.0,,2021-05-12
513599,HIND.COPPER ,A ,Q,185.2,188.5,173.0,175.75,175.75,185.65,18454,1627050,292422907.0,,2021-05-12
513605,SRIPIPES    ,A ,Q,194.1,194.3,188.55,189.9,189.4,192.5,559,22130,4217743.0,,2021-05-12
513683,NLCINDIA    ,A ,Q,66.2,73.9,62.0,63.7,63.7,63.8,24362,5928018,407267036.0,,2021-05-12
513687,SPECTRA IND.,XT,Q,2.88,3.02,2.88,3.02,3.02,2.88,15,2886,8521.0,,2021-05-12
513691,JMT AUTO LTD,B ,Q,2.7,2.74,2.66,2.73,2.73,2.61,329,231317,630752.0,,2021-05-12
513693,KIC METALIKS,X ,Q,49.9,50.0,45.45,45.45,45.45,47.8,85,18004,834139.0,,2021-05-12
513699,SOLID STONE ,X ,Q,26.15,26.15,26.15,26.15,26.15,27.5,5,381,9963.0,,2021-05-12
513709,SHILP GRAVUR,X ,Q,113.0,113.0,107.0,108.75,109.95,110.65,273,31523,3421995.0,,2021-05-12
513713,WHITEORG    ,X ,Q,4.6,4.99,4.47,4.92,4.95,4.51,254,125698,598062.0,,2021-05-12
513729,ARO GRANITE ,B ,Q,52.0,52.55,49.5,50.1,50.1,49.2,627,67564,3455188.0,,2021-05-12
514010,HIM.FIBRES  ,X ,Q,1.79,1.79,1.79,1.79,1.79,1.71,20,7075,12664.0,,2021-05-12
514028,RAJKAMAL SYN,XT,Q,6.2,6.2,6.0,6.0,6.0,5.95,3,1498,9188.0,,2021-05-12
514030,DEEPAK SPINN,X ,Q,117.9,119.9,112.0,116.4,116.4,115.55,120,14935,1719396.0,,2021-05-12
514034,JBF IND.LTD ,T ,Q,17.0,17.15,16.6,17.05,17.15,16.35,171,135587,2321533.0,,2021-05-12
514036,LOY.TEX MILL,X ,Q,493.1,540.0,493.1,529.75,530.0,520.0,73,5784,3064435.0,,2021-05-12
514043,HIMAT.SEIDE ,A ,Q,162.0,175.9,162.0,168.65,168.65,166.6,2382,56571,9688353.0,,2021-05-12
514045,BSL LTD.    ,B ,Q,48.6,50.0,45.4,46.65,46.95,48.85,668,27956,1345965.0,,2021-05-12
514087,PBM POLYTEX ,X ,Q,54.3,54.3,52.0,52.05,52.1,54.55,13,874,45688.0,,2021-05-12
514113,ADHINATH TEX,XT,Q,2.76,2.76,2.76,2.76,2.76,2.9,2,102,281.0,,2021-05-12
514128,KONARK SYN. ,X ,Q,6.22,6.22,6.22,6.22,6.22,5.93,2,3202,19916.0,,2021-05-12
514138,SURYALATA SP,X ,Q,160.85,160.85,151.0,157.85,158.0,153.2,135,14659,2284356.0,,2021-05-12
514140,SURYAVA SPIN,X ,Q,7.87,7.87,7.87,7.87,7.87,7.72,2,500,3935.0,,2021-05-12
514142,TT LTD.     ,B ,Q,50.25,50.8,50.0,50.35,50.35,50.4,101,769,38781.0,,2021-05-12
514162,WELSPUN (I) ,A ,Q,94.0,95.9,88.7,91.2,91.2,93.65,3681,287160,26502274.0,,2021-05-12
514165,IND.ACRYLICS,X ,Q,13.6,13.89,12.8,12.92,12.92,13.47,507,306835,4067536.0,,2021-05-12
514167,GANESH ECOSP,B ,Q,584.6,597.0,568.95,573.4,575.45,575.0,100,591,338282.0,,2021-05-12
514171,CEETA IND.  ,XT,Q,6.5,6.5,6.06,6.06,6.06,6.37,7,511,3115.0,,2021-05-12
514175,VARDHMAN POL,B ,Q,18.6,18.75,18.3,18.5,18.5,18.45,221,4970,91805.0,,2021-05-12
514183,BLA ROS IND ,X ,Q,173.0,181.0,172.0,174.1,174.1,173.05,1698,105767,18617300.0,,2021-05-12
514197,ST CORP     ,XT,Q,5.65,5.65,5.65,5.65,5.65,5.65,2,92,519.0,,2021-05-12
514211,SUMEET INDUS,T ,Q,4.83,4.83,4.72,4.83,4.83,4.6,93,35448,170540.0,,2021-05-12
514215,BINNY LTD.  ,X ,Q,118.05,128.4,118.05,128.4,128.4,122.3,66,5999,762748.0,,2021-05-12
514223,RAMGOPAL POL,XT,Q,1.86,1.86,1.7,1.86,1.86,1.78,5,2500,4634.0,,2021-05-12
514234,SANGAM INDIA,T ,Q,100.0,101.95,96.0,97.5,97.0,100.85,96,6145,603863.0,,2021-05-12
514240,KUSHIND     ,X ,Q,1.4,1.4,1.4,1.4,1.4,1.4,14,875,1225.0,,2021-05-12
514248,SREECHEM RES,P ,Q,18.2,18.2,18.2,18.2,18.2,17.85,5,1000,18200.0,,2021-05-12
514264,SEASONS TEXT,X ,Q,6.23,6.23,6.01,6.01,6.01,6.05,11,1439,8698.0,,2021-05-12
514266,ZENITH FIBRE,X ,Q,36.3,37.9,36.3,36.75,36.75,37.3,18,3001,111585.0,,2021-05-12
514272,BHILWARA SP.,X ,Q,14.0,14.0,13.55,13.95,13.95,14.0,7,327,4534.0,,2021-05-12
514274,AARVEE DENIM,T ,Q,23.35,23.45,22.5,23.45,23.45,22.35,48,9135,212720.0,,2021-05-12
514286,ASHIMA LTD. ,B ,Q,19.5,19.5,18.5,19.25,19.25,18.6,341,118584,2285848.0,,2021-05-12
514300,PIONEER EMB ,B ,Q,52.9,53.2,50.15,50.6,51.0,52.4,490,29329,1508790.0,,2021-05-12
514302,VIPPY SPIN. ,X ,Q,72.9,74.9,64.05,65.35,67.45,70.1,246,18656,1296265.0,,2021-05-12
514312,JAY HIND SYN,XT,Q,5.2,5.46,5.2,5.46,5.46,5.2,25,6843,37054.0,,2021-05-12
514322,KAMADGIRI   ,X ,Q,28.5,28.95,27.75,28.0,27.75,28.35,17,553,15641.0,,2021-05-12
514326,PATSPIN INDI,B ,Q,5.5,5.8,5.5,5.8,5.8,5.28,46,7807,44708.0,,2021-05-12
514330,ONEGLOBAL   ,X ,Q,5.94,5.94,5.94,5.94,5.94,5.83,1,50,297.0,,2021-05-12
514354,PREMIER POLY,B ,Q,45.3,46.2,42.45,42.95,42.95,43.8,134,5608,250863.0,,2021-05-12
514358,EVERLON SYN.,X ,Q,11.02,11.57,11.02,11.16,11.15,11.02,5,21,238.0,,2021-05-12
514360,KRRAIL      ,X ,Q,14.01,14.4,14.01,14.27,14.2,14.15,21,2811,39739.0,,2021-05-12
514378,YARN SYNDICA,X ,Q,2.0,2.0,2.0,2.0,2.0,2.0,1,20,40.0,,2021-05-12
514394,AJIL        ,X ,Q,26.0,26.9,23.25,25.35,25.5,25.8,268,37522,928627.0,,2021-05-12
514400,GARWARE SYN.,X ,Q,10.81,10.81,10.81,10.81,10.81,10.6,5,249,2691.0,,2021-05-12
514412,SARUPINDUS  ,X ,Q,14.25,14.25,14.25,14.25,14.25,15.0,1,300,4275.0,,2021-05-12
514418,MANORG      ,X ,Q,765.0,767.0,701.0,716.5,716.5,753.0,1649,35938,26094917.0,,2021-05-12
514428,HINDU.ADHESI,X ,Q,120.0,120.0,111.6,112.8,112.8,114.7,29,6561,747710.0,,2021-05-12
514442,SRI KPR IND ,X ,Q,13.25,13.95,12.55,13.65,13.85,12.89,31,5709,74965.0,,2021-05-12
514448,JYOTI RESINS,X ,Q,652.0,666.9,640.1,642.9,641.0,662.95,200,2769,1789535.0,,2021-05-12
514450,MAHA.RUBTECH,X ,Q,44.9,47.5,44.0,45.0,46.4,44.55,80,11209,508476.0,,2021-05-12
